unit_id,family_id,variant,category,mode,runtime_key,scope,in_content_release,source_scene_id,scene_direction,overlay_count,asset_mapping_status
TOWN-41-C,TOWN-41,C,Town conversations,Shared,Toledo,compatible_narrative,false,TOWN-41-C-SCENE,"At Toledo’s Glass City Metropark, a groundskeeper rests while you share some food.",0,needs_art_catalog_mapping
TOWN-42-A,TOWN-42,A,Town conversations,Shared,Tucson,compatible_narrative,true,TOWN-42-A-SCENE,"At a Tucson shaded food stop, a city maintenance worker checks a blank phone screen.",0,needs_art_catalog_mapping
TOWN-42-B,TOWN-42,B,Town conversations,Shared,Tucson,compatible_narrative,false,TOWN-42-B-SCENE,"At a Tucson park drinking fountain, a groundskeeper explains the separate irrigation system.",0,needs_art_catalog_mapping
TOWN-42-C,TOWN-42,C,Town conversations,Shared,Tucson,compatible_narrative,false,TOWN-42-C-SCENE,"At a Tucson public overlook near the aircraft-storage area, a mechanic shares a snack with you.",0,needs_art_catalog_mapping
TOWN-43-A,TOWN-43,A,Town conversations,Shared,Tulsa,compatible_narrative,true,TOWN-43-A-SCENE,"At a Tulsa clinic’s outdoor bench, a cleaner discusses the health department’s funding worries.",0,needs_art_catalog_mapping
TOWN-43-B,TOWN-43,B,Town conversations,Shared,Tulsa,compatible_narrative,false,TOWN-43-B-SCENE,"At a Greenwood neighborhood bench, a repair worker tells you about the survivors’ court case.",0,needs_art_catalog_mapping
TOWN-43-C,TOWN-43,C,Town conversations,Shared,Tulsa,compatible_narrative,false,TOWN-43-C-SCENE,"At a Tulsa bus-stop bench, a school bus driver compares the state’s video order with your route.",0,needs_art_catalog_mapping
TOWN-44-A,TOWN-44,A,Town conversations,Shared,Waco,compatible_narrative,true,TOWN-44-A-SCENE,"At a Waco food pantry bench, a cook recalls November’s delayed food assistance.",0,needs_art_catalog_mapping
TOWN-44-B,TOWN-44,B,Town conversations,Shared,Waco,compatible_narrative,false,TOWN-44-B-SCENE,"By Waco’s suspension bridge, a delivery driver pauses while you eat some food.",0,needs_art_catalog_mapping
TOWN-44-C,TOWN-44,C,Town conversations,Shared,Waco,compatible_narrative,false,TOWN-44-C-SCENE,"At a Waco grocery bench, a school aide discusses Texas’s classroom-poster law.",0,needs_art_catalog_mapping
